Timestamp,UUID,Who would you most want to have dinner with?,I believe AGI is likely within the next 10 years.,I would most want to work at:,I prefer working solo rather than on large collaborations.,Your model training style is closest to:,Most current AI benchmarks are meaningless.,Your research style is most like:,We should slow down AI progress until safety is better understood.,I believe creativity is more important than rigor in research.,Your favorite kind of contribution:,"If my paper gets rejected, I assume the reviewers misunderstood it.","I regularly abandon ideas that don’t show quick promise.
",What is your favorite ML related podcast?,I’d rather build a working prototype than write a perfect paper.,What is the primary bottleneck right now?,Which statement do you most agree with?,What are you interested in outside of your research and career?,What is your field of research and what field are you most interested in branching out into?,"I want to be e-mailed about future matches with people attending other AI research conferences (ICLR, CVPR, ICML, etc.)."
12/5/2025 12:58:03,fc476e76-ebfb-69ed-1282-a7fc99fd7352,Elon Musk,5,My Own Startup,5,Copy whatever works on Twitter,4,"Hacker: try stuff, see what sticks",1,4,Codebase that actually runs,5,4,Lex Fridman,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Running, reading, robotics ","VLMs, Robotics, Spatial intelligence, agentive memory",Yes
12/5/2025 12:58:25,6167dfc7-f611-f9c4-5f0b-fa128aa4e467,Ilya Sutskever,1,OpenAI,4,Careful tuning of every hyperparameter,3,Engineer: build systems that actually work,5,5,Meme-worthy figures,4,1,Machine Learning Street Talk,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"If it doesn't fit on a single GPU, it doesn't exist.","Dance, baking, cooking",Information Retrieval ,Yes
12/5/2025 12:58:47,8ce2fd92-a918-8263-ef17-4128f0fe439f,Andrew Ng,2,My Own Startup,3,Grid search and prayer,4,"Philosopher: abstract, first-principles reasoning",2,,,4,4,Lex Fridman,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Basketball,"Ai for science, RL",Yes
12/5/2025 13:07:22,7fa4c2ff-b834-45a2-254c-91be44c14072,Elon Musk,5,Google DeepMind,4,Careful tuning of every hyperparameter,3,"Hacker: try stuff, see what sticks",1,5,New model architecture,3,5,Last Week in AI / AI News,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Watching new movies and playing mobile games,I am doing some research in gossip learning and want to branch into model merging and embodied AI(world model),Yes
12/5/2025 13:07:51,f8d0106e-f2fe-807e-38a6-37d95cef6c1c,Geoffrey Hinton,2,Google DeepMind,4,"Train now, analyze later",3,"Philosopher: abstract, first-principles reasoning",1,3,New model architecture,4,4,Interconnects,1,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,Video games,Multimodal,Yes
12/5/2025 13:10:17,acc79645-7758-897b-c9f0-19efad7721c5,Andrew Ng,1,NVIDIA,4,Careful tuning of every hyperparameter,3,Engineer: build systems that actually work,4,5,Deep theoretical insight,2,4,Machine Learning Street Talk,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"We are hitting the data wall, reasoning is the new frontier.","Magic
Guitar
Dancing
Poker
Snooker
",Gpu optimization of Deep learning models,Yes
12/5/2025 13:14:04,4ef9b108-5522-96e8-7e2f-8ca52fdea626,Fei‑Fei Li,3,My Own Startup,3,Careful tuning of every hyperparameter,4,"Curator: I love organizing, benchmarking, and visualizing",2,5,Deep theoretical insight,3,3,Last Week in AI / AI News,4,Energy: We can't build power plants fast enough.,"We are hitting the data wall, reasoning is the new frontier.","Nature, culture, history, music ",Multimodal reasoning ,Yes
12/5/2025 13:17:26,b49b1acc-01b9-fb12-c329-320744704582,Ilya Sutskever,3,My Own Startup,5,Copy whatever works on Twitter,4,"Philosopher: abstract, first-principles reasoning",1,5,Codebase that actually runs,3,3,None,3,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Snowboarding and philosophy talk,"Vision language action models, robotics in general ",Yes
12/5/2025 13:26:22,8f7bea88-8750-4daf-2abe-43fec160718a,Dario Amodei,2,Research lab at a top university,2,Grid search and prayer,4,"Philosopher: abstract, first-principles reasoning",2,3,Meme-worthy figures,4,4,None,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",rhythm games & other competitive games,human-ai interaction; interested in branching out into mech interp ,Yes
12/5/2025 13:27:10,0f6f5351-dd19-2080-6512-82c2b7c7e83b,Elon Musk,4,Tesla/SpaceX/xAI,3,"Train now, analyze later",4,Engineer: build systems that actually work,1,3,Codebase that actually runs,4,4,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Space and Mars colonization; robotics hardware,"Neuroscience, medical foundation models currently. Interested in robotic perception and general autonomy.",Yes
12/5/2025 13:29:18,615c2b78-7e48-25da-4f56-452018867d44,Elon Musk,5,Google DeepMind,2,"Train now, analyze later",2,Synthesizer: I connect ideas from many fields,1,4,Deep theoretical insight,3,1,Lex Fridman,5,Data: We have run out of quality human text.,Scale is all you need.,Brain computer interfaces,Neuroscience,Yes
12/5/2025 13:35:44,7329e59f-ed74-3464-cd46-2440567d2e7a,Eliezer Yudkowsky,5,Anthropic,4,Grid search and prayer,4,"Hacker: try stuff, see what sticks",2,4,Deep theoretical insight,2,5,Machine Learning Street Talk,2,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Scale is all you need.,"ai whispering, base models, cyborgism, music and visual art, online communities","background in medicine, now in human-ai interaction, wish to branch into cognitive alignment and computational psychiatry",Yes
12/5/2025 13:36:17,fce3069a-dc02-b90e-41a3-ca21b16363ba,Andrej Karpathy,2,Meta FAIR,4,"Train now, analyze later",3,Engineer: build systems that actually work,1,4,New model architecture,4,3,The Dwarkesh Podcast,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",My samoyed and living in the arctic.,"LLMs, reasoning, latent spaces, hyperlearning",Yes
12/5/2025 13:38:28,4f2cf498-d3e5-93ac-f174-0a437ee7d1f8,Noam Shazeer,1,Google DeepMind,5,"Train now, analyze later",4,Synthesizer: I connect ideas from many fields,1,3,New model architecture,1,3,Machine Learning Street Talk,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Cricket, Bouldering, Books, Travelling",Design better architecture to maximise compute. ,Yes
12/5/2025 13:38:33,db8211f1-b2ea-160e-00d1-4c3000f947e7,Elon Musk,4,Tesla/SpaceX/xAI,1,"Train now, analyze later",3,"Philosopher: abstract, first-principles reasoning",1,4,Meme-worthy figures,5,2,The Robot Brains,5,Data: We have run out of quality human text.,"If it doesn't fit on a single GPU, it doesn't exist.",Nothing,Data and more data,No
12/5/2025 13:43:01,eb370d22-802d-2c32-38bf-012d417c06b2,Kaiming He,3,Research lab at a top university,3,Grid search and prayer,4,"Philosopher: abstract, first-principles reasoning",3,4,New model architecture,2,5,None,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Climbing, Outdoors, Music","Generative Models, AI for Science",Yes
12/5/2025 13:44:02,10fe7656-b0d0-40cd-668c-da56d5c15fc2,Chelsea Finn,2,OpenAI,3,Grid search and prayer,3,Synthesizer: I connect ideas from many fields,1,3,Better loss function,3,1,Latent Space,4,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,vintage computers,"Edge models, want to move into chip design ",Yes
12/5/2025 13:45:06,1149a76c-57ac-3e6e-cd77-f21b85afae4c,Ilya Sutskever,5,Anthropic,1,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,4,1,Deep theoretical insight,3,3,The Dwarkesh Podcast,2,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",,Post training to algorithms ,Yes
12/5/2025 13:46:57,6e4b7bee-0f42-4747-046b-ef1eb97baddc,Eliezer Yudkowsky,4,Research lab at a top university,2,"Write the paper first, train when the rebuttal comes",5,"Philosopher: abstract, first-principles reasoning",5,1,Deep theoretical insight,3,2,None,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"cooking, climbing, film, literary fiction, music","gaussian process bandit optimization, interested in branching out into reinforcement learning and local optimization",No
12/5/2025 13:58:21,91d1ffb1-fbc6-06d4-9b2c-ae95ce1eb516,Noam Shazeer,5,Tesla/SpaceX/xAI,2,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",1,4,Deep theoretical insight,4,3,The Dwarkesh Podcast,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Scale is all you need.,"Beer, lifting weights, reading science fiction, racing","Machine learning systems and hardware, optimizer theory",No
12/5/2025 13:58:46,8db08364-be6c-fc79-42c2-4c04d39cf539,Demis Hassabis,4,Google DeepMind,3,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",1,3,Cool dataset,5,2,The Dwarkesh Podcast,4,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Solving protein folding is worth more than a better chatbot.,Tennis,LLM posttraining ,Yes
12/5/2025 14:01:12,3bff34ed-58a8-4cc5-0f58-ccf91ca2cea4,Andrew Ng,3,Google DeepMind,3,Grid search and prayer,3,"Philosopher: abstract, first-principles reasoning",3,2,Deep theoretical insight,3,3,None,3,Compute: NVIDIA doesn't make enough H100s/Blackwells.,Solving protein folding is worth more than a better chatbot.,Jiu jitsu,"Representation learning and fairness, interested in branching out into conformal prediction.",Yes
12/5/2025 14:05:24,7297fc1e-0a50-c8eb-2c14-19094f56f983,Andrej Karpathy,2,Tesla/SpaceX/xAI,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,3,Codebase that actually runs,2,4,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Sports,Geometric deep learning and I want to branch out in optimisation theory ,No
12/5/2025 14:08:55,0990ff5f-c241-c15f-e2d3-2667a6050e5b,Andrej Karpathy,2,Google DeepMind,3,Grid search and prayer,3,Theorist: math is the real lens of truth,2,4,Deep theoretical insight,2,1,Lex Fridman,2,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Mathematics,Mathematics and AI,Yes
12/5/2025 14:14:55,c80b1e87-ce80-fda4-69fc-6b1eb4ed3d9c,Timnit Gebru,1,Research lab at a top university,3,,5,Synthesizer: I connect ideas from many fields,4,3,Deep theoretical insight,3,2,Many Minds,2,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Surfing,Cognitive Science & Music Cognition,No
12/5/2025 14:15:14,820d80d8-c6b4-3cec-a776-a0121ca200c4,Noam Shazeer,4,Anthropic,3,"Train now, analyze later",3,"Philosopher: abstract, first-principles reasoning",4,4,Meme-worthy figures,5,3,The Dwarkesh Podcast,4,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,meditation ,hella stuff,Yes
12/5/2025 14:15:56,75ba7b51-f12c-70b4-13b8-1c0fa1a86542,Sam Altman,2,My Own Startup,2,"Train now, analyze later",5,"Hacker: try stuff, see what sticks",5,5,New model architecture,3,5,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",,,Yes
12/5/2025 14:16:19,7eb3457e-e78a-5f56-0ccc-767838c1fa33,Demis Hassabis,3,Mid-sized Startup,4,Careful tuning of every hyperparameter,4,Engineer: build systems that actually work,1,3,Codebase that actually runs,5,2,None,5,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"Fitness, music, and travel",Reasoning and RL currently but thinking more about continual learning now,No
12/5/2025 14:22:38,2275fbb0-8a76-7cc0-92c0-44d92987a73c,Ilya Sutskever,4,Anthropic,3,Grid search and prayer,4,"Philosopher: abstract, first-principles reasoning",2,3,Deep theoretical insight,2,4,The Dwarkesh Podcast,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",Weightlifting,LLM agents. Interested in branching into robotics and AI for science,Yes
12/5/2025 14:23:57,752dc04a-8d43-57f0-3d9d-00c1df135f60,Alec Radford,2,My Own Startup,3,"Write the paper first, train when the rebuttal comes",3,Engineer: build systems that actually work,2,4,Deep theoretical insight,2,2,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Civilisation, writing, friends","Cybernetics, fine-tunes",Yes
12/5/2025 14:27:00,628f2c93-a228-840d-d24e-db5367c36802,François Chollet,2,Research lab at a top university,3,Careful tuning of every hyperparameter,4,"Hacker: try stuff, see what sticks",2,3,New model architecture,4,3,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Alpine sport, cooking",Foundation model training pf LLMs and future of the Transformer Architecture,Yes
12/5/2025 14:28:30,28a4a2e6-7525-705e-aa94-ff1ab91ae828,Demis Hassabis,3,My Own Startup,3,"Train now, analyze later",4,Engineer: build systems that actually work,1,5,Codebase that actually runs,4,4,The Dwarkesh Podcast,5,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,Squash and DJing,"Search and recommendations , RL for agents ",Yes
12/5/2025 14:29:05,5323a1a8-27e2-d9ac-5fd1-58fe45341bfc,Andrej Karpathy,1,Research lab at a top university,2,Grid search and prayer,5,Theorist: math is the real lens of truth,4,2,Deep theoretical insight,2,2,None,1,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,"Coffee, mixology, volleyball, video games, anime",Theoretical physicist by training; currently applying math and physics to develop novel approaches and theory in ML,Yes
12/5/2025 14:29:10,904d5090-d668-2545-8ccf-7a5d90ecc51f,Eliezer Yudkowsky,1,Mid-sized Startup,2,Grid search and prayer,4,"Curator: I love organizing, benchmarking, and visualizing",2,4,Cool dataset,2,4,SemiAnalysis,4,Energy: We can't build power plants fast enough.,"We are hitting the data wall, reasoning is the new frontier.","Poetry, Cello, Mahler, what makes people tick, platonic vs romantic attraction, what makes you you, what is a personality trait as opposed to a performance?","Evaluations and benchmarks, but I am only an undergrad student so I’m a beginner. I want to learn more about LLM Psychology in the experimental sense",Yes
12/5/2025 14:33:25,f472a900-f290-347e-ad0b-23b8aeb7035a,Yann LeCook,2,My Own Startup,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",1,3,Meme-worthy figures,3,3,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,What to the hell is even that?,Foundational Models and Protein Folding,Yes
12/5/2025 14:37:54,d271b24b-3ac0-0981-1e8e-7acf1acdd8d3,Fei‑Fei Li,1,My Own Startup,5,Copy whatever works on Twitter,2,"Hacker: try stuff, see what sticks",1,4,Cool dataset,5,4,Last Week in AI / AI News,5,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",Toyota LandCruisers,"RLHF, diffusion models",No
12/5/2025 14:38:39,9acb2144-1969-83fc-3057-69c475728277,Noam Shazeer,3,Mid-sized Startup,2,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",3,4,Cool dataset,2,2,Last Week in AI / AI News,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Fitness, dancing, swimming","Field of research - llm posttraining, data curation, rlvr
Interested in - multimodal, reasoning, health ai, fashion tech",Yes
12/5/2025 14:40:05,81aab200-b93b-2bc3-3667-57e4108d3497,Geoffrey Hinton,2,Google DeepMind,4,Grid search and prayer,5,Synthesizer: I connect ideas from many fields,4,4,Deep theoretical insight,1,2,None,4,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Calisthenics and Dancing,"Computer Vision, human-inspired networks",Yes
12/5/2025 14:40:48,ab04860c-fed5-cdcc-a987-199e93f3cc4e,Andrej Karpathy,2,Research lab at a top university,3,Grid search and prayer,4,Synthesizer: I connect ideas from many fields,2,3,Better loss function,5,3,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Music and cooking,"Multimodal/Audio, want to branch into reasoning",Yes
12/5/2025 14:49:51,3a2e3ec8-a094-ba4e-a841-8be729afdbf6,Eliezer Yudkowsky,2,My Own Startup,2,"Train now, analyze later",2,Synthesizer: I connect ideas from many fields,4,3,Deep theoretical insight,3,4,Machine Learning Street Talk,5,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Anime and Basketball ,Astrophysics and Speech and I want to explore Safety and Alignment ,Yes
12/5/2025 15:12:33,cb963742-d45a-7a7a-1162-1564ae0cf1f0,Andrej Karpathy,1,Research lab at a top university,3,"Train now, analyze later",2,"Curator: I love organizing, benchmarking, and visualizing",2,2,Cool dataset,2,2,Latent Space,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Play tennis, dance","Vision language models, reasoning, curiosity",Yes
12/5/2025 15:19:43,5b1e768a-09ba-54a9-b88f-67c2f8c87bc8,Demis Hassabis,2,Google DeepMind,3,Copy whatever works on Twitter,2,Synthesizer: I connect ideas from many fields,3,3,New model architecture,2,4,Lex Fridman,3,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"movies, filmmaking, sports",AI for Science,Yes
12/5/2025 15:20:10,c85b4c70-fa37-8800-2ed6-36c385633fcd,Demis Hassabis,1,Google DeepMind,3,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,1,3,New model architecture,2,4,Latent Space,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Rowing, Gym, Cooking, Hosting dinner larties",Medical AI,Yes
12/5/2025 15:20:16,8082140f-41de-8f8f-0a69-f0d07ea65812,Demis Hassabis,3,Meta FAIR,3,"Train now, analyze later",3,"Curator: I love organizing, benchmarking, and visualizing",4,2,New model architecture,2,3,None,5,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,Games,Healthcare,Yes
12/5/2025 15:20:36,f4a36428-27db-0a7f-a979-d10d1dc03009,Andrej Karpathy,4,OpenAI,1,Careful tuning of every hyperparameter,3,Theorist: math is the real lens of truth,1,3,New model architecture,3,3,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Scale is all you need.,Music production ,Architecture Research,Yes
12/5/2025 15:20:36,0b416627-df9d-1d4a-4698-51b195601abb,Geoffrey Hinton,3,Research lab at a top university,3,Copy whatever works on Twitter,3,"Curator: I love organizing, benchmarking, and visualizing",2,3,Codebase that actually runs,4,3,Lex Fridman,4,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"If it doesn't fit on a single GPU, it doesn't exist.","Literature, tennis and Korean",Medical AI,Yes
12/5/2025 15:21:15,319b8d05-40ee-0ae9-c914-16d9d8465b77,Andrej Karpathy,3,My Own Startup,3,"Train now, analyze later",4,Theorist: math is the real lens of truth,4,3,Deep theoretical insight,3,2,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Food, travel, concerts, squash",Information theory for AI ,Yes
12/5/2025 15:21:35,0115bee4-0d5f-c80a-1413-ec9ae08f35f6,Geoffrey Hinton,3,NVIDIA,2,Careful tuning of every hyperparameter,3,Engineer: build systems that actually work,4,4,New model architecture,2,3,Lex Fridman,4,Energy: We can't build power plants fast enough.,Inductive bias is not a dirty word.,"Trivia, films, worldbuilding","My field: Systems / PL for Machine Learning
Most interested: Hardware for Machine Learning",Yes
12/5/2025 15:27:50,e8e07998-1316-b26d-bf0f-4ada6dcdc8c6,Andrej Karpathy,3,Google DeepMind,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,5,Codebase that actually runs,5,2,The Dwarkesh Podcast,1,Energy: We can't build power plants fast enough.,Solving protein folding is worth more than a better chatbot.,I love hiking and gaming!,Jailbreaks. Cool to work on introspection,Yes
12/5/2025 15:28:03,4dc76817-ca2b-3826-dac9-b28d3f178487,Andrej Karpathy,1,Anthropic,2,Careful tuning of every hyperparameter,3,"Philosopher: abstract, first-principles reasoning",3,4,Better loss function,1,2,Latent Space,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Squash, cooking","AI safety, cryptography",Yes
12/5/2025 15:32:55,6df01d72-c286-3070-3532-20887e7f4c91,Richard Sutton,3,My Own Startup,4,Careful tuning of every hyperparameter,2,"Philosopher: abstract, first-principles reasoning",3,2,Deep theoretical insight,5,3,Lex Fridman,4,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.",Puzzles as an educational medium,Data privacy,Yes
12/5/2025 15:34:51,d746c0bd-08ef-42bb-6230-8760d380fd6c,Yann LeCun,1,Meta FAIR,3,"Train now, analyze later",3,Theorist: math is the real lens of truth,3,3,Deep theoretical insight,3,2,Lex Fridman,4,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Games, sport","Vector quantization, tree-based models, neural network compression ",Yes
12/5/2025 15:36:13,29763b74-9069-bd55-8afb-b62503369626,Michael Levin,4,Research lab at a top university,1,"Write the paper first, train when the rebuttal comes",4,Synthesizer: I connect ideas from many fields,2,4,Deep theoretical insight,5,1,Lex Fridman,1,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Writing,Reinforcement learning,Yes
12/5/2025 15:38:14,922d5b37-239c-66d8-6b3f-d46a9f431a86,Demis Hassabis,3,My Own Startup,3,Careful tuning of every hyperparameter,3,Synthesizer: I connect ideas from many fields,3,3,Deep theoretical insight,2,2,Machine Learning Street Talk,2,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"Fashion, working out, photography ",Physically plausible world models ,No
12/5/2025 15:39:33,e13fd35d-5412-a3f3-e9c0-80af39d0ba77,Alec Radford,4,My Own Startup,3,"Train now, analyze later",4,"Hacker: try stuff, see what sticks",2,4,Deep theoretical insight,4,2,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.","We are hitting the data wall, reasoning is the new frontier.","Going to top notch restaurants with friends, movies, rock climbing",Robotics foundational policy models; generative world models,Yes
12/5/2025 15:39:35,8b11e618-3a3a-b292-6117-1fe63e3a9a60,Richard Sutton,2,Research lab at a top university,3,"Train now, analyze later",4,Engineer: build systems that actually work,3,4,Deep theoretical insight,4,1,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.","Lego, jigsaw puzzle, kpop, music",Autonomous driving,Yes
12/5/2025 15:41:02,8d3d7726-711a-0242-7aa4-43473ff41d9e,Demis Hassabis,3,Google DeepMind,3,"Train now, analyze later",5,"Hacker: try stuff, see what sticks",1,4,New model architecture,2,4,Lex Fridman,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,,,No
12/5/2025 15:42:26,37b6d108-8be5-597e-edd8-c3904d568461,Andrej Karpathy,2,Tesla/SpaceX/xAI,4,"Train now, analyze later",2,"Philosopher: abstract, first-principles reasoning",2,5,Codebase that actually runs,1,3,Latent Space,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Health and human performance ,AI for improving quality of life and human emotions,Yes
12/5/2025 15:44:28,40988748-4b56-6cb1-bed1-37b31c1750f9,Andrej Karpathy,4,OpenAI,3,"Train now, analyze later",3,Engineer: build systems that actually work,2,3,Meme-worthy figures,4,4,None,5,Compute: NVIDIA doesn't make enough H100s/Blackwells.,"We are hitting the data wall, reasoning is the new frontier.","Fun, outdoor, watersports, quality time with people","Alignment, Oversight, Scalable Posttraining Methods, HCI",Yes
12/5/2025 15:45:31,541a7192-3361-9528-084d-c8a4d0b52671,Andrej Karpathy,3,Google DeepMind,3,"Write the paper first, train when the rebuttal comes",5,Engineer: build systems that actually work,3,4,Codebase that actually runs,5,2,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,Dance,Rl,Yes
12/5/2025 15:46:07,5c13c895-37b6-ca5d-ee34-9fec6257387c,Andrej Karpathy,4,Google DeepMind,5,"Train now, analyze later",4,Engineer: build systems that actually work,1,4,Codebase that actually runs,4,2,The Dwarkesh Podcast,4,Data: We have run out of quality human text.,Inductive bias is not a dirty word.,"good coffee, habit building, swimming","I'm in big tech and we finetune LLMs on our product tasks. Outside of LLMs I have a background in 3D representation learning and view synthesis, which I'm super excited about.",Yes
12/5/2025 15:47:40,11ff193a-ddc1-1508-c005-1fb9d65e7a1e,Noam Shazeer,2,My Own Startup,2,"Train now, analyze later",4,"Philosopher: abstract, first-principles reasoning",4,4,Deep theoretical insight,2,1,The Dwarkesh Podcast,5,"Intelligence: The models aren't actually smart, they just memorize.",Solving protein folding is worth more than a better chatbot.,"Boardgames (the more complicated the better), D&D, and Volleyball!",Generalist Robotics. I’m interested in extending more into world models and the development of more “human” motivated embodied intelligence,Yes
12/5/2025 15:52:07,de4c3547-6c51-a40b-2e95-6e3cee49486c,Sam Altman,1,Mid-sized Startup,4,"Train now, analyze later",3,"Hacker: try stuff, see what sticks",2,2,Better loss function,2,2,Zvi,5,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,,,Yes
12/5/2025 15:52:20,bddaa26e-d987-db3d-322b-55df94060681,Richard Sutton,4,My Own Startup,4,"Train now, analyze later",3,Theorist: math is the real lens of truth,2,5,Deep theoretical insight,1,5,None,2,Data: We have run out of quality human text.,Solving protein folding is worth more than a better chatbot.,"music, jazz, I am a guitarist and have learned to play many instruments ","I work in integer optimization, interested in robotics!",Yes
12/5/2025 15:57:30,7640a4ff-6e80-041f-53a3-e46abb14a850,Fei‑Fei Li,4,Google DeepMind,2,"Train now, analyze later",2,"Curator: I love organizing, benchmarking, and visualizing",3,3,Deep theoretical insight,3,3,The Dwarkesh Podcast,2,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,Writting,Autonomous vehicle ,Yes
12/5/2025 15:58:39,647909bd-95ac-cb7b-1192-bc5979f29d9b,Andrej Karpathy,1,My Own Startup,3,Careful tuning of every hyperparameter,4,Synthesizer: I connect ideas from many fields,3,4,Deep theoretical insight,3,2,TWIMLAI,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.",Doggos,Governance ,Yes
12/5/2025 16:01:17,7bd8c0e0-0270-ac6b-107b-5f6c8daac966,Sam Altman,4,Google DeepMind,4,Careful tuning of every hyperparameter,3,Theorist: math is the real lens of truth,3,1,New model architecture,2,3,Latent Space,1,Data: We have run out of quality human text.,"If it doesn't fit on a single GPU, it doesn't exist.",Chess,RL,Yes
12/5/2025 16:01:50,86e03e4b-442f-437f-36ce-7a7692a637ed,Richard Sutton,5,My Own Startup,4,Grid search and prayer,3,"Philosopher: abstract, first-principles reasoning",1,4,Deep theoretical insight,5,3,The Dwarkesh Podcast,3,"Intelligence: The models aren't actually smart, they just memorize.",Inductive bias is not a dirty word.,"Skiing, golf, billiards",Agent RL,Yes
12/5/2025 16:02:19,dc504470-af29-f5de-bb11-b702b8899d49,Geoffrey Hinton,1,Anthropic,3,Careful tuning of every hyperparameter,1,Engineer: build systems that actually work,1,5,Deep theoretical insight,1,5,Latent Space,5,"Intelligence: The models aren't actually smart, they just memorize.","If it doesn't fit on a single GPU, it doesn't exist.",Theater ,Deep learninf,No
12/5/2025 16:03:32,7d61288e-df14-5c37-b2bb-72a6ef9faf82,Demis Hassabis,5,Anthropic,3,"Train now, analyze later",3,Synthesizer: I connect ideas from many fields,1,4,New model architecture,4,4,None,4,Data: We have run out of quality human text.,"We are hitting the data wall, reasoning is the new frontier.","Tennis, travelling, music","AI4MATH, Ai4Science",Yes
